Unnamed: 0,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Rccovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population 2020,Yearly Change,Net Change,(P/Km²) Density,Land Area (Km²),Migrants (net),Fert. Rate,Med. Age,Urban Pop %,World Share
36.0,Switzerland,670613.0,1546.0,10698.0,3.0,601958.0,57957.0,212.0,77010.0,1229.0,7088449.0,814007.0,8654622.0,0.01,63257.0,219.0,39516.0,52000.0,1.50,43,0.74,0.0011
125.0,Syria,23191.0,,1631.0,,17932.0,3628.0,,1299.0,91.0,103566.0,5800.0,17500658.0,0.03,430523.0,95.0,183630.0,-427391.0,2.80,26,0.60,0.0022
194.0,Taiwan,1178.0,5.0,12.0,,1077.0,89.0,,49.0,0.5,555429.0,23285.0,23816775.0,0.0,42899.0,673.0,35410.0,30001.0,1.20,42,0.79,0.0031
140.0,Tajikistan,13308.0,,90.0,,13218.0,0.0,,1369.0,9.0,,,9537645.0,0.02,216627.0,68.0,139960.0,-20000.0,3.60,22,0.27,0.0012
199.0,Tanzania,509.0,,21.0,,183.0,305.0,7.0,8.0,0.3,,,59734218.0,0.03,1728755.0,67.0,885800.0,-40076.0,4.90,18,0.37,0.0077
98.0,Thailand,78855.0,2044.0,363.0,27.0,49172.0,29320.0,1170.0,1127.0,5.0,8124896.0,116156.0,69799978.0,0.0,174396.0,137.0,510890.0,19444.0,1.50,40,0.51,0.009
177.0,Timor-Leste,2965.0,95.0,4.0,,1596.0,1365.0,,2213.0,3.0,69967.0,52231.0,1318445.0,0.02,25326.0,89.0,14870.0,-5385.0,4.10,21,0.33,0.0002
142.0,Togo,13090.0,22.0,124.0,1.0,11508.0,1458.0,,1551.0,15.0,315112.0,37328.0,8278724.0,0.02,196358.0,152.0,54390.0,-2000.0,4.40,19,0.43,0.0011
144.0,Trinidad and Tobago,12396.0,,191.0,,8969.0,3236.0,38.0,8833.0,136.0,138704.0,98840.0,1399488.0,0.0,4515.0,273.0,5130.0,-800.0,1.70,36,0.52,0.0002
55.0,Tunisia,317010.0,,11208.0,,272505.0,33297.0,529.0,26588.0,940.0,1344853.0,112795.0,11818619.0,0.01,123900.0,76.0,155360.0,-4000.0,2.20,33,0.70,0.0015
5.0,Turkey,4977982.0,,42187.0,,4626799.0,308996.0,3378.0,58492.0,496.0,48712606.0,572383.0,84339067.0,0.01,909452.0,110.0,769630.0,283922.0,2.10,32,0.76,0.0108
111.0,Uganda,42152.0,,345.0,,41652.0,155.0,24.0,898.0,7.0,1029255.0,21922.0,45741007.0,0.03,1471413.0,229.0,199810.0,168694.0,5.00,17,0.26,0.0059
16.0,Ukraine,2105428.0,8404.0,45830.0,379.0,1731162.0,328436.0,177.0,48389.0,1053.0,9555109.0,219603.0,43733762.0,-0.01,-259876.0,75.0,579320.0,10000.0,1.40,41,0.69,0.0056
39.0,United Arab Emirates,532710.0,1766.0,1607.0,3.0,513068.0,18035.0,,53318.0,161.0,45466777.0,4550685.0,9890402.0,0.01,119873.0,118.0,83600.0,40000.0,1.40,33,0.86,0.0013
7.0,United Kingdom,4431043.0,2490.0,127598.0,15.0,4242192.0,61253.0,163.0,64983.0,1871.0,163171777.0,2392987.0,67886011.0,0.01,355839.0,281.0,241930.0,260650.0,1.80,40,0.83,0.0087
1.0,United States of America,33374726.0,5534.0,594103.0,97.0,26105941.0,6674682.0,9261.0,100332.0,1786.0,454546735.0,1366469.0,331002651.0,0.01,1937734.0,36.0,9147420.0,954806.0,1.80,38,0.83,0.0425
72.0,Uruguay,213449.0,,2972.0,,184506.0,25971.0,539.0,61267.0,853.0,1873060.0,537631.0,3473730.0,0.0,11996.0,20.0,175020.0,-3000.0,2.00,36,0.96,0.0004
93.0,Uzbekistan,93597.0,421.0,660.0,3.0,89338.0,3599.0,23.0,2763.0,19.0,1377915.0,40673.0,33469203.0,0.01,487487.0,79.0,425400.0,-8863.0,2.40,28,0.50,0.0043
218.0,Vanuatu,4.0,,1.0,,3.0,0.0,,13.0,3.0,23000.0,73442.0,307145.0,0.02,7263.0,25.0,12190.0,120.0,3.80,21,0.24,0.0
74.0,Venezuela,204057.0,,2244.0,,186388.0,15425.0,317.0,7193.0,79.0,3359014.0,118410.0,28435940.0,0.0,-79889.0,32.0,882050.0,-653249.0,2.30,30,N.A.,0.0036
176.0,Vietnam,3137.0,47.0,35.0,,2560.0,542.0,,32.0,0.4,2958119.0,30161.0,97338579.0,0.01,876473.0,314.0,310070.0,-80000.0,2.10,32,0.38,0.0125
216.0,Western Sahara,10.0,,1.0,,8.0,1.0,,16.0,2.0,,,597339.0,0.03,14876.0,2.0,266000.0,5582.0,2.40,28,0.87,0.0001
161.0,Yemen,6426.0,,1265.0,,2971.0,2190.0,23.0,212.0,42.0,30269.0,996.0,29825964.0,0.02,664042.0,56.0,527970.0,-30000.0,3.80,20,0.38,0.0038
95.0,Zambia,91946.0,,1256.0,,90264.0,426.0,37.0,4887.0,67.0,1426687.0,75824.0,18383955.0,0.03,522925.0,25.0,743390.0,-8000.0,4.70,18,0.45,0.0024
114.0,Zimbabwe,38398.0,,1575.0,,36027.0,796.0,12.0,2552.0,105.0,428309.0,28468.0,14862924.0,0.01,217456.0,38.0,386850.0,-116858.0,3.60,19,0.38,0.0019
